first_name,last_name,pesel,city
ANTONINA,POLEK,94040931960,RADOM
DANIEL,RZEPKOWSKI,64090283210,RADOM
MAGDALENA,SOBIECHOWSKA,67062447429,GDAŃSK
WIKTORIA,SOŁTYSIAK,81072301740,KRAKÓW
LIWIA,KRĘŻEL,52092484547,KATOWICE
HELENA,IZBICKA,78112394363,OPOLE
TOMASZ,OWSIANY,66080878195,BYDGOSZCZ
ALEKSANDRA,LEE,60061360247,WROCŁAW
ROZALIA,PUTKOWSKA,83050386026,RYBNIK
IGNACY,UŚCIŃSKI,61122731235,BIAŁYSTOK
IGOR,KUSZYŃSKI,75081224951,SOSNOWIEC
NIKODEM,NIWIŃSKI,54122737310,GDYNIA
MAJA,FAŁEK,57010602765,LUBLIN
FILIP,BIAŁASIK,84052281533,OLSZTYN
ANTONINA,CZACHOROWSKA,74021690304,OLSZTYN
MACIEJ,STACHNIK,64050507974,SZCZECIN
ANASTAZJA,SAWICZ,96010117489,SZCZECIN
BARBARA,LEKS,68030655627,KIELCE
ROZALIA,PŁUSA,48072725447,GDAŃSK
KAZIMIERZ,CZERNIEC,92010516278,OLSZTYN
TYMOTEUSZ,ŚPIEWAK,76030509091,POZNAŃ
MILENA,GIBAS,53081141747,KRAKÓW
JULIA,IWIŃSKA,88032886788,BYTOM
NADIA,SADŁOCHA,95121010004,GLIWICE
NADIA,BAUER,77101601900,GLIWICE
NINA,BIAŁA,48051229045,KRAKÓW
MAKSYMILIAN,FLISIKOWSKI,47042665077,OPOLE
RÓŻA,CYRAN,94092203189,TORUŃ
KSAWERY,JESSA,47020209457,ŁÓDŹ
MILENA,PACANOWSKA,99041998664,BYTOM
DOMINIK,RUDAWSKI,50030751039,POZNAŃ
ANTONI,SZKLARCZYK,87060922315,GDYNIA
KACPER,KOŻUCH,51112532773,POZNAŃ
LILIANA,KAPINOS,95081510201,BYTOM
OLIWIER,KULEJ,58121638693,POZNAŃ
MICHALINA,NOWAKOWSKA,59071226766,GLIWICE
NIKODEM,JARMOŁOWICZ,64031217697,CZĘSTOCHOWA
MARTYNA,CHLEBEK,74011448101,OPOLE
PAWEŁ,ŚREDZIŃSKI,83121054915,OPOLE
KAJA,NIEZNAŃSKA,62012365342,KRAKÓW
MAJA,GRABOŃ,88011066661,LUBLIN
MAKSYMILIAN,MICHNOWSKI,79080318512,CZĘSTOCHOWA
MIŁOSZ,SMOLEC,74120150452,GDYNIA
MICHALINA,GAIDA,93090794903,GDYNIA
HUBERT,BABENKO,88040800995,TYCHY
JULIAN,NOSAL,82061351592,KRAKÓW
MATEUSZ,ANTOŃ,57062832632,TYCHY
IGA,SZYMASZEK,91040361906,KRAKÓW
MILENA,GAŁECKA,86041426765,GLIWICE
NATAN,URBANIK,54031820971,OPOLE
ANNA,PYĆ,95082350989,CZĘSTOCHOWA
FILIP,FILAK,58032039071,KATOWICE
JULIAN,CHUCHLA,93051686412,ZABRZE
RÓŻA,CZERNIAWSKA,63102028785,POZNAŃ
POLA,JÓŹWIK,56101616409,GDAŃSK
KACPER,WALTER,52112547894,TYCHY
ALEKSANDRA,CZEKAJ,72081680883,WROCŁAW
ANASTAZJA,SKROBEK,97052064342,TORUŃ
MILENA,CISZKOWSKA,93020804625,BYTOM
DANIEL,CHLEBEK,69050646058,GLIWICE
GABRIEL,JUSKOWIAK,57121510411,WARSZAWA
EMILIA,CACKOWSKA,54081624280,KRAKÓW
IGA,JARCZAK,60102771428,TORUŃ
WOJCIECH,MISIARZ,91032429295,WARSZAWA
JAN,FRANCUZ,49021694530,POZNAŃ
MAJA,GRONEK,68031037164,CZĘSTOCHOWA
ANASTAZJA,KUŹNIAR,98022805221,GDAŃSK
GABRIELA,CECOT,61051480566,WARSZAWA
KLARA,ROSZAK,85042521167,BIAŁYSTOK
MICHAŁ,SZETELA,68021600914,RYBNIK
FRANCISZEK,ZEMŁA,59121104432,ZABRZE
GABRIEL,MARAT,68030510839,ŁÓDŹ
ARTUR,PARK,95111869793,OLSZTYN
FILIP,DZIWIŃSKI,59071152119,ZABRZE
MATEUSZ,LELEK,50121999613,CZĘSTOCHOWA
NIKOLA,DOBRZYŃSKA,94010655549,ŁÓDŹ
NELA,TRYBUŁA,64012201566,KIELCE
AMELIA,PERNAL,72051284762,LUBLIN
WERONIKA,SŁOCIŃSKA,83071789241,ŁÓDŹ
TYMON,SYCHOWSKI,63052626359,BIAŁYSTOK
BARTŁOMIEJ,LISIEWSKI,92082266292,SZCZECIN
IGOR,MITURA,92052622537,GDAŃSK
RÓŻA,PROKOPOWICZ,76090678185,BIAŁYSTOK
ANTONI,MAĆKIEWICZ,81112320578,KRAKÓW
PAWEŁ,KARBOWNIK,76052356333,OLSZTYN
ALICJA,MIRKOWSKA,88050158641,RADOM
LEON,POŁOMSKI,88110687230,KATOWICE
KAJA,WASIAK,75051685340,ZABRZE
HENRYK,RYBSKI,76061524994,WROCŁAW
HELENA,KURCZEWSKA,66031078881,TORUŃ
MIKOŁAJ,BURKIEWICZ,72080881538,SOSNOWIEC
MATYLDA,JANUCHTA,49042116801,OPOLE
KORNELIA,BEM,58041923382,ZABRZE
MARIA,BRONOWICKA,98012891302,BYTOM
NIKOLA,ŚWIADEK,62070182684,LUBLIN
FRANCISZEK,CZAK,95042647530,ŁÓDŹ
ŁUCJA,MŁYŃCZAK,52071777968,ZABRZE
ALEKSANDRA,KOWARA,58102621782,BYDGOSZCZ
KLARA,BARWICKA,70101703546,ŁÓDŹ
LENA,GĄGAŁA,76011212786,BYDGOSZCZ
NATAN,TROJANOWICZ,53021280878,OPOLE
ZUZANNA,PYTLOS,56021109565,GDAŃSK
NIKODEM,KOSIBA,56090929730,TORUŃ
NADIA,ALEKSANDRZAK,92060428847,OLSZTYN
MIKOŁAJ,KUŁAGA,91012304176,GDAŃSK
WOJCIECH,WYLĘŻEK,85121920232,ŁÓDŹ
ANIELA,RYPIŃSKA,48042631962,GLIWICE
DOMINIK,MAKSYMIUK,78020269973,BYDGOSZCZ
IGOR,DĘBOSZ,48040205175,ŁÓDŹ
IGNACY,CHOROŚ,57012143076,RADOM
LIWIA,BERENT,96122019444,GDAŃSK
MIKOŁAJ,DRELA,91112279297,KIELCE
ALEKSANDRA,RADLIŃSKA,94040929166,GDYNIA
KAROLINA,GIERACH,62051687724,WARSZAWA
KLARA,FORNALCZYK,71061498780,GLIWICE
ROZALIA,JANIUK,56111609706,GLIWICE
HENRYK,DOMIŃSKI,47112312434,ŁÓDŹ
LENA,MUZYK,56011424100,BIAŁYSTOK
MAJA,MIKRUT,84110911882,OLSZTYN
BRUNO,KŁODNICKI,83022385556,KATOWICE
TOMASZ,POLAK,95080312194,SOSNOWIEC
ALICJA,CHEŁMIŃSKA,66040889826,RYBNIK
FABIAN,SUS,56021841897,BIAŁYSTOK
KSAWERY,SUDOŁ,68122102272,RYBNIK
RÓŻA,ROGIŃSKA,58060346700,LUBLIN
ALICJA,DZIADURA,86030911748,GDAŃSK
ALICJA,LAMPA,95051064022,ŁÓDŹ
ANASTAZJA,LESIK,69041154541,OPOLE
JAN,MIELCAREK,66010103254,RZESZÓW
DAWID,CZUPRYN,92110405173,WROCŁAW
KAROLINA,PYTKOWSKA,78032363502,RADOM
LILIANA,HADAM,51070167323,ZABRZE
FABIAN,ZUB,86030503037,GLIWICE
KAROL,RATAJSKI,85081914535,ŁÓDŹ
NELA,MARKIEWICZ,95121926985,KATOWICE
AMELIA,WITKIEWICZ,98122051667,KATOWICE
KORNELIA,CHRUSZCZ,88121579046,POZNAŃ
MICHAŁ,POZNAŃSKI,75021005076,RADOM
LILIANNA,GĘBSKA,95050683860,KIELCE
MATEUSZ,MIZGAŁA,61010132815,OLSZTYN
JAKUB,TKACZ,63102796313,WARSZAWA
MIŁOSZ,MALON,66122114855,KRAKÓW
PIOTR,BARCIK,91091592210,BYDGOSZCZ
MATYLDA,SZAŁEK,94092814322,CZĘSTOCHOWA
ALEKSANDRA,ROŻNOWSKA,94061917247,BYTOM
MAJA,KURKOWSKA,63101654422,OPOLE
BARTOSZ,NIKEL,55040368617,TORUŃ
RÓŻA,VLASIUK,71022354905,WARSZAWA
ANNA,SKRZYPCZYŃSKA,75082690226,ZABRZE
ŁUCJA,FRANKOWICZ,55030648049,RZESZÓW
KRZYSZTOF,SZYCH,91021727099,WARSZAWA
CEZARY,OSTAFIN,58011461919,TORUŃ
IGOR,BUŁAWA,79091522095,RYBNIK
ADAM,ŁASICA,75070990816,BYDGOSZCZ
BARTŁOMIEJ,KOPIJ,49111935899,KIELCE
KAROL,STASZYŃSKI,91111621331,LUBLIN
TADEUSZ,CHRUŚCIEL,80111036332,CZĘSTOCHOWA
BARTŁOMIEJ,BIEŃCZAK,65081848558,SZCZECIN
BLANKA,BAKUN,63102710529,BYTOM
BARTOSZ,CHMIEL,90100490079,TORUŃ
KACPER,KWINTA,63112253918,GDYNIA
BARTOSZ,SZUMOWSKI,54042374456,KATOWICE
HUBERT,WIERUCKI,64060805439,SOSNOWIEC
MAKSYMILIAN,KOSZ,52061702879,BIAŁYSTOK
MICHALINA,SKIERSKA,81121968946,LUBLIN
KAJA,ŻOCHOWSKA,50070363221,WROCŁAW
DANIEL,MALCZEWSKI,58011986572,LUBLIN
CEZARY,WERESZCZYŃSKI,55101871532,KIELCE
HUBERT,MILA,94092886218,OPOLE
KAROLINA,GACKOWSKA,96062095905,KRAKÓW
MARCELINA,SAMULSKA,99070665887,ŁÓDŹ
HANNA,FAJFER,98020126504,OPOLE
HANNA,BŁASZKOWSKA,59071925727,POZNAŃ
KLARA,BIELAWSKA,61080452985,TORUŃ
MIA,BASZCZYŃSKA,88062766748,RYBNIK
LIWIA,KIELCZYK,71120953528,OPOLE
KRZYSZTOF,JĘDRASZEK,67110870672,KIELCE
NADIA,LAMPARSKA,85012149169,TORUŃ
ŁUCJA,PIĘTKA,89011571327,BIAŁYSTOK
HELENA,HERRMANN,61082849449,TORUŃ
MARTYNA,LESZEK,95052092720,KIELCE
KAZIMIERZ,KRAMEK,93111212893,SZCZECIN
ROZALIA,KRAWCZYKOWSKA,97060807049,OLSZTYN
IGA,KLAMKA,55080916082,WROCŁAW
PIOTR,ZDRODOWSKI,60051570670,OPOLE
WIKTORIA,NATANEK,55080305023,WROCŁAW
MARTYNA,ANDRZEJCZAK,92040688189,TYCHY
ANTONI,LASECKI,71121478691,OPOLE
ZOFIA,BILA,63081550188,BYTOM
ANTONI,RAKOWIECKI,50021172955,KATOWICE
WIKTORIA,CYREK,53021093803,RYBNIK
EMILIA,GROCHOWSKA,58111248924,WARSZAWA
ALAN,FABISZEWSKI,75060299857,RZESZÓW
OLIWIA,ŻŁOBIŃSKA,71121506404,RZESZÓW
ALAN,GRZELEWSKI,95111742470,OLSZTYN
CEZARY,LACHOWSKI,92061865257,KIELCE
JAGODA,GAWORSKA,73101754987,RZESZÓW
ARTUR,CZUPRYN,67120743331,LUBLIN
ANASTAZJA,ABRAMOWICZ,48030791540,KRAKÓW
TYMOTEUSZ,SZCZYPTA,68030887393,BYDGOSZCZ
MACIEJ,MILCZAREK,54051255495,SOSNOWIEC
ALICJA,KRÓLICKA,64080434163,TORUŃ
MARCELINA,DASZKIEWICZ,70101074064,SZCZECIN
WIKTOR,ŻYREK,82102375876,GLIWICE
TOMASZ,ŻMUDZKI,47041094515,WROCŁAW
NATAN,HASIUK,49080181317,RZESZÓW
ALEKSANDER,KUCZMARSKI,60060136396,TYCHY
JULIAN,OTRĘBA,49052897219,ŁÓDŹ
MAJA,SMOLAREK,54081906966,ŁÓDŹ
MIA,WODZYŃSKA,91081290443,OLSZTYN
WIKTORIA,JUSKOWIAK,76122395201,KIELCE
ROZALIA,HUK,91082640146,RYBNIK
MICHAŁ,LENDA,83030662254,POZNAŃ
ANASTAZJA,MIELCZAREK,86050965964,KRAKÓW
HUBERT,GARSKI,79070634478,TYCHY
ZUZANNA,WANIEK,70042762320,TORUŃ
JAKUB,MUSZYŃSKI,83100577156,SOSNOWIEC
ALAN,KOSIEDOWSKI,63051970351,GLIWICE
BARTŁOMIEJ,SZYMICHOWSKI,87041733854,RZESZÓW
HANNA,OPALACH,77071152744,OLSZTYN
ZOFIA,HRYHORIEVA,89032447463,SOSNOWIEC
LAURA,DROŻYŃSKA,85071894166,ŁÓDŹ
EMILIA,BOCHEŃSKA,70012599783,TORUŃ
SARA,FIGAT,81040484920,SZCZECIN
GABRIEL,BAJEK,55041447735,POZNAŃ
AMELIA,PRAŁAT,96062341523,KIELCE
KRZYSZTOF,SAWIŃSKI,79090329811,LUBLIN
MATYLDA,GUBAŁA,47042357683,GDYNIA
KSAWERY,KIEŁCZEWSKI,76121901632,KIELCE
IGA,SIERZPUTOWSKA,82021390604,OLSZTYN
JAKUB,RADŁOWSKI,56011440515,KATOWICE
JAN,RUS,77020413498,KIELCE
PIOTR,GAWRYSZEWSKI,78081430472,RZESZÓW
BARTŁOMIEJ,MAŚLANY,97072460693,BYDGOSZCZ
LILIANA,MĄCZKA,65051645760,SOSNOWIEC
MAGDALENA,SZPALA,84032232941,BYDGOSZCZ
KAROL,KARGOL,96062168056,BYTOM
KAJA,PORWOŁ,65110718504,RYBNIK
ŁUCJA,GROSZEK,65020729305,GLIWICE
BLANKA,JAGUŚ,63092341381,LUBLIN
DOMINIK,BIESZCZAD,51090278891,GLIWICE
ANTONI,SZAŁAŃSKI,73062111593,OLSZTYN
LILIANA,SANKIEWICZ,99081794828,BYDGOSZCZ
MAGDALENA,LITWIŃCZUK,96101721907,LUBLIN
NELA,FRANKOWICZ,81090797044,KRAKÓW
ARTUR,NAUMENKO,77122838898,GDYNIA
CEZARY,OKULSKI,49011972390,BYTOM
EMILIA,CZUPRYŃSKA,75122060323,GLIWICE
ADAM,GŁOWNIA,65030393595,LUBLIN
KAROL,SKŁODOWSKI,90082586355,LUBLIN
ZUZANNA,SZCZEPANEK,61062179480,RADOM
MICHAŁ,WANDAS,95051100575,TORUŃ
TOMASZ,SEROKA,77030238894,RADOM
NATAN,MĄDRZYK,98092242915,BIAŁYSTOK
MARIA,PIOCH,84012204088,ZABRZE
DAWID,LIPOWICZ,88021146718,LUBLIN
WIKTORIA,ŁYP,74121359002,POZNAŃ
ANNA,MAINKA,93120837820,POZNAŃ
AMELIA,BŁAŻEWICZ,55082356943,BYTOM
MARIA,RYCHTER,82012061008,WROCŁAW
ANTONI,SZÓSTAK,72122589677,RZESZÓW
GABRIEL,ULIASZ,94030567455,SOSNOWIEC
MARCEL,GRUSZEWSKI,90092067370,KIELCE
POLA,SUWIŃSKA,68031657565,CZĘSTOCHOWA
BARBARA,WDOWCZYK,63080126327,GDAŃSK
IGOR,STAŚKO,91072330073,GDYNIA
MILENA,MILCARZ,68092384406,OPOLE
IGOR,PYKA,70052713394,POZNAŃ
JULIA,WIETRZYKOWSKA,77072796707,BIAŁYSTOK
TYMON,SAKWA,77120165352,POZNAŃ
IGNACY,ORLICKI,99100396774,GDYNIA
JULIA,TEKIELA,67011891407,ŁÓDŹ
ALEKSANDER,PATOŁA,81080818792,KATOWICE
NELA,MADAJ,84030200947,ŁÓDŹ
RÓŻA,GOŁEMBIEWSKA,56040131981,RYBNIK
BARBARA,FLORKIEWICZ,85091481469,OPOLE
PIOTR,FALTYN,66041151335,RYBNIK
LILIANA,SOKULSKA,72102551582,GDYNIA
KACPER,JAROSŁAWSKI,99110682154,GLIWICE
TYMON,MAKAREWICZ,95060503711,SZCZECIN
GABRIEL,MOSZYŃSKI,76100352673,SZCZECIN
EMILIA,BRATKOWSKA,68122550689,LUBLIN
MARIA,TOMA,98111837661,OPOLE
ANTONI,KRET,47031089074,TORUŃ
PIOTR,LECHOWICZ,87081019419,WARSZAWA
ANTONINA,KRZYSIAK,99012191421,GDAŃSK
NADIA,BUCZAK,76052790600,LUBLIN
MIA,KONONENKO,81072072126,BYTOM
KAZIMIERZ,ŻYCHOWSKI,96052477954,GLIWICE
TYMON,SIEROCIŃSKI,70092300638,SZCZECIN
MIŁOSZ,PASIERBEK,50030408730,RADOM
AMELIA,FRĄCZEK,68041775226,RYBNIK
LILIANNA,JEZIORNA,68030771525,RZESZÓW
ANIELA,MATYS,85052052480,BYTOM
KAROLINA,MAKSYMENKO,52081906329,BYDGOSZCZ
MIŁOSZ,PONIEDZIAŁEK,87042737535,WARSZAWA
WOJCIECH,ORSZULIK,58101913553,LUBLIN
NIKODEM,FLISIAK,84120544855,RZESZÓW
ADAM,PŁOCKI,68082473130,BIAŁYSTOK
DAWID,SZCZESIAK,65110821215,GDAŃSK
ALEKSANDER,NIEWIADOMY,58121756475,SOSNOWIEC
BARBARA,DWORAK,71110745261,WROCŁAW
MATYLDA,NIEDZIAŁEK,56072851807,POZNAŃ
BLANKA,ŚMIETAŃSKA,65032046065,ZABRZE
AMELIA,BORS,96052259420,SZCZECIN
ARTUR,PAWLUŚ,85030753330,ZABRZE
CEZARY,JANOCHA,72080992239,OLSZTYN
LIWIA,KRAMARZ,54111916346,KIELCE
MIŁOSZ,POGODZIŃSKI,69081129359,BIAŁYSTOK
NIKODEM,HUSAK,94092369671,TYCHY
KORNELIA,MIKUŁA,99030882340,SZCZECIN
POLA,KRUPSKA,99081256040,POZNAŃ
WIKTOR,KRĘCISZ,97040587297,RADOM
MAKSYMILIAN,SAWKA,66111098239,WROCŁAW
AGATA,KOSTORZ,63112404324,KATOWICE
CEZARY,LUBAŃSKI,48121718411,BYDGOSZCZ
TADEUSZ,MOSKWA,93111956791,TORUŃ
TOMASZ,GWARDIAK,74040592973,TORUŃ
POLA,NICPOŃ,76082182946,SOSNOWIEC
ALEKSANDRA,ZACHAREK,63012874148,RYBNIK
ANTONI,GÓRALSKI,57020414273,BYDGOSZCZ
BARTOSZ,KAWIŃSKI,90090453231,OLSZTYN
MICHAŁ,TUCHOWSKI,49081675111,KIELCE
JAN,KRAJ,61110443292,GLIWICE
MARIA,KRĘCISZ,63082887209,TORUŃ
MILENA,SOROKINA,89111542841,GLIWICE
ANTONI,ANDRZEJCZUK,58072243756,GDYNIA
CEZARY,PACHULSKI,73080909137,GDYNIA
DANIEL,MACIEJOWSKI,53110173359,KIELCE
KAJA,KUCZMARSKA,83051345602,KATOWICE
KAZIMIERZ,GĄSKA,79020786216,WARSZAWA
KAROLINA,IVANOVA,77071187467,RZESZÓW
KAROLINA,KRZYŻANIAK,94032307085,BYTOM
LILIANNA,BUCHWALD,79061758425,OLSZTYN
NADIA,ŚREDNICKA,49052157128,ZABRZE
WERONIKA,ŚWIERCZEK,84041622349,KRAKÓW
NELA,KLOSKOWSKA,67090127342,RZESZÓW
ADAM,SZYMONIAK,97121432350,TYCHY
ALAN,GACA,72091390139,LUBLIN
IGNACY,BARCICKI,87022604934,CZĘSTOCHOWA
PIOTR,GADOMSKI,87080885654,RZESZÓW
BARTŁOMIEJ,PIETRASZEWSKI,91051264811,ZABRZE
PIOTR,DYLĄG,57020279110,POZNAŃ
ANNA,MĄDRA,95120370083,SZCZECIN
FABIAN,KLUKOWSKI,56011122937,TORUŃ
HENRYK,ŁUKA,95071621638,RZESZÓW
KAROL,WOJTALA,91092731931,BYTOM
MIA,PERA,98030426188,GDYNIA
KAZIMIERZ,SABAŁA,69122727171,TYCHY
ARTUR,PASZKIEWICZ,99042161431,KIELCE
AMELIA,KOCIUBA,93101090265,WROCŁAW
ZUZANNA,SZULKOWSKA,99052137001,KIELCE
FABIAN,NAKONECHNYI,87121950474,LUBLIN
LIWIA,HABER,97090156503,RZESZÓW
POLA,KONDRATOWICZ,65100576702,POZNAŃ
TADEUSZ,STÓJ,89012627210,WARSZAWA
LIWIA,RYDZYŃSKA,72050509108,WROCŁAW
OLIWIER,JUDEK,54100984511,BIAŁYSTOK
MARIA,ZDZIEBŁO,60082778506,ZABRZE
JAKUB,GDOWSKI,76041044572,CZĘSTOCHOWA
PIOTR,PASIUT,67092362830,GLIWICE
MICHAŁ,CZAPIGA,63112614052,ŁÓDŹ
BLANKA,BANACHOWICZ,79110826924,SZCZECIN
PAWEŁ,PRUSZKOWSKI,75040729698,KRAKÓW
PIOTR,LINDNER,69112866810,KIELCE
DOMINIK,ROZMARYNOWSKI,68050610118,CZĘSTOCHOWA
STANISŁAW,OSTAFIN,66042470978,ZABRZE
CEZARY,FIEDLER,80060883210,SOSNOWIEC
WOJCIECH,KLIMOWICZ,98061940133,GLIWICE
TOMASZ,KUŹMIŃSKI,55040178971,WROCŁAW
MICHALINA,KOPIŃSKA,83071323585,BYTOM
KSAWERY,GRUSZCZYŃSKI,67122118696,BYTOM
TADEUSZ,BUGAJ,96060226175,WARSZAWA
NIKODEM,DYDO,49040942315,GDAŃSK
DAWID,ŻELAZOWSKI,64050103032,BIAŁYSTOK
DOMINIK,STASZCZYK,67081203856,KATOWICE
MAKSYMILIAN,WALUSIAK,71111803336,RADOM
PIOTR,ZDUŃCZYK,95112002552,OPOLE
MARTYNA,ERNST,62100133643,BIAŁYSTOK
ANIELA,BOGDAŁ,73042534848,CZĘSTOCHOWA
JULIAN,MRZYGŁÓD,50010293257,GDYNIA
MICHAŁ,ŁOBODA,48122668732,CZĘSTOCHOWA
DOMINIK,PAPIEROWSKI,51060322515,POZNAŃ
EMILIA,WYDERKA,86031850041,ZABRZE
BARBARA,ZUBOWICZ,94032603823,BIAŁYSTOK
ALICJA,GAŁ,93101517200,CZĘSTOCHOWA
TYMOTEUSZ,SITKO,54072216937,KRAKÓW
MATYLDA,WOJCIESZAK,81050856409,CZĘSTOCHOWA
JULIA,MAĆCZAK,64041601387,LUBLIN
MAJA,SYKUT,68040320448,GDYNIA
MICHAŁ,OŚLIZŁO,62012357379,POZNAŃ
HANNA,CHMURZYŃSKA,75091188106,RYBNIK
MILENA,CHMIELARZ,50042155906,BYDGOSZCZ
NATALIA,KIERNICKA,74051569705,TYCHY
EMILIA,WOJCIESZEK,64020890680,TYCHY
NATALIA,BIŁAS,94022665085,LUBLIN
MAKSYMILIAN,TARCZYŃSKI,54112403575,SOSNOWIEC
LEON,MIGDA,66081305819,LUBLIN
KLARA,KORCZAK,64061670167,KIELCE
ANTONINA,SLOBODIANIUK,53032747822,KATOWICE
IGNACY,GRZONKA,78062174177,KRAKÓW
PAWEŁ,KŁOPOTOWSKI,53092503397,KATOWICE
OSKAR,HRYNIUK,50010178334,WARSZAWA
KLARA,IWANIUK,86060708840,BYDGOSZCZ
BRUNO,MAMCARZ,77101184673,KATOWICE
OLIWIER,ŁUCZYŃSKI,65062457853,GDYNIA
ZUZANNA,WIETRZYK,63090298107,POZNAŃ
TYMOTEUSZ,ZIMOLĄG,52011448451,BYTOM
IGOR,DOMINICZAK,79040187699,TYCHY
ZOFIA,BOGACZ,72061615380,GDYNIA
ADAM,ROSZYK,55091916292,SZCZECIN
GABRIEL,SOBALA,93122341950,CZĘSTOCHOWA
ANNA,PŁAWECKA,85030867524,TYCHY
ALEKSANDER,JÓŹWIAK,77112244956,BYTOM
TYMON,ĆWIKLIŃSKI,68011807077,POZNAŃ
EMILIA,HADRYŚ,88100781940,GDAŃSK
PAWEŁ,WOJDYGA,84021419910,OPOLE
NIKODEM,SIEROŃ,96050229759,OLSZTYN
RÓŻA,FILIKS,58021572360,GDAŃSK
ALAN,GAMROT,78012305114,OLSZTYN
HELENA,WEŁNA,61011355540,TORUŃ
ALICJA,CZARNIAK,75021949044,SZCZECIN
BLANKA,JAGŁA,92032787900,KATOWICE
KORNELIA,SZYMANOWICZ,98072582428,RYBNIK
ANNA,STYCZYŃSKA,57050137386,POZNAŃ
FILIP,SATORA,90030766870,LUBLIN
FILIP,MAROŃ,90102227875,KIELCE
LENA,GRYBOŚ,49032236560,BYTOM
PAWEŁ,MIROCHA,87022348770,GDYNIA
FABIAN,PALICA,65071322395,RYBNIK
AGATA,GWIŻDŻ,64041451543,WARSZAWA
ALAN,JAGUSIAK,68112448471,WROCŁAW
LAURA,TYLKOWSKA,78041949465,KIELCE
JAN,KOSTYK,67082463697,RYBNIK
MAGDALENA,DROST,50051872248,OLSZTYN
NINA,DEREŃ,74052149763,RADOM
PIOTR,DŁUGI,53070268138,LUBLIN
MIKOŁAJ,PUZDROWSKI,56030859393,WARSZAWA
POLA,MAŃKOWSKA,63121909080,OPOLE
HANNA,GŁUSZEK,76090793601,TORUŃ
MARCEL,JANASZEK,99022762955,GDAŃSK
JAN,DULAS,80100958997,ŁÓDŹ
EMILIA,MOROZ,90022510845,KRAKÓW
BRUNO,BASAK,82020432978,WROCŁAW
FRANCISZEK,CHRONOWSKI,94051603513,WROCŁAW
BARTŁOMIEJ,PIETRZKIEWICZ,68010116994,GLIWICE
OLIWIER,MYSZKA,70030249333,ZABRZE
MIKOŁAJ,PALCZEWSKI,52120580158,RZESZÓW
BRUNO,SAMBORSKI,70080169117,GDYNIA
MARTYNA,KALECIŃSKA,63020802426,GDAŃSK
HUBERT,BIEGAJ,55011225115,BYDGOSZCZ
JAKUB,DAROWSKI,85012735132,WROCŁAW
ZUZANNA,MAJOS,96050757361,BYDGOSZCZ
MACIEJ,SINICKI,52112216954,OLSZTYN
BARTOSZ,TOPOROWSKI,85090656539,KIELCE
ZOFIA,SZATAN,73020181706,BYDGOSZCZ
WOJCIECH,RUSNARCZYK,78051599450,GLIWICE
ANTONINA,WALKOWIAK,50032233424,WROCŁAW
MICHAŁ,KOCIEMBA,65030924051,GDYNIA
ANNA,WOJTASZEWSKA,47010655004,OLSZTYN
BARBARA,KUBSKA,58092440881,ZABRZE
WIKTORIA,KANSY,82092313968,CZĘSTOCHOWA
ANTONINA,OLSZOWSKA,92070771921,GDYNIA
IGNACY,BIEŃKOWSKI,57052727118,TORUŃ
MARCELINA,KOSSOWSKA,57010676180,RADOM
NADIA,ŁYCZEK,77111663066,KRAKÓW
WERONIKA,LECHOWICZ,47080189684,KIELCE
NATAN,GŁOWSKI,81040589678,OLSZTYN
ALICJA,BABIARZ,99050605887,BYDGOSZCZ
NINA,KLEBAN,57020712907,GDAŃSK
ALICJA,KUCHCIAK,68092759705,KATOWICE
GABRIEL,TWAROWSKI,71020593954,RYBNIK
KSAWERY,STÓJ,50081695472,KRAKÓW
JAGODA,BILEWICZ,70101838047,BIAŁYSTOK
MARCEL,POKRYWKA,78030432397,RZESZÓW
KAJA,OLBRYŚ,73050621064,BYDGOSZCZ
GABRIEL,TUR,89120180630,OPOLE
PAWEŁ,GZYL,66122642632,OLSZTYN
WIKTOR,ZAGUŁA,53041822211,KIELCE
WIKTOR,LASZCZYK,90022165892,LUBLIN
KAJA,JEŻ,48111751662,SZCZECIN
IGNACY,RYSZEWSKI,83022576238,RYBNIK
BARBARA,KUBÓW,94011208229,WARSZAWA
CEZARY,WILKOWSKI,90072441817,GLIWICE
JULIAN,TROSZCZYŃSKI,69022334812,BYTOM
MARCELINA,ARMATA,53102549623,ŁÓDŹ
BARBARA,TYLKOWSKA,87022661487,KATOWICE
NIKOLA,MARCHLEWICZ,56080798109,BYDGOSZCZ
KAZIMIERZ,ZAWISZA,89111187559,KATOWICE
EMILIA,WYSOTA,96090567244,RZESZÓW
HELENA,FURA,92092891100,RZESZÓW
LAURA,PETRUS,58121031083,LUBLIN
ROZALIA,BANASZKIEWICZ,69111296148,ZABRZE
MIKOŁAJ,JAJKO,76112255271,OPOLE
MILENA,CIĘCIWA,94101837821,TORUŃ
HUBERT,PUSTUŁKA,53062601752,ŁÓDŹ
LILIANNA,CISEK,66030249068,KIELCE
KAJA,GABRYEL,81030524163,SZCZECIN
ANNA,STRÓŻ,64121879709,WARSZAWA
HELENA,KOŃ,67020413326,LUBLIN
KAROL,ŚWITEK,77012799671,CZĘSTOCHOWA
NIKOLA,MATLAK,61041384069,OPOLE
OSKAR,DYDO,65080186234,KIELCE
JAN,MYRONENKO,82040961218,WROCŁAW
